0,18ZC5063.JPG,0,477.6,205.6,509.6,256.8,0.999996,-1,CSL_pup,0.999996
1,18ZC5063.JPG,0,275.2,8.80005,322.4,58.3999,0.99999,-1,CSL_pup,0.99999
2,18ZC5063.JPG,0,397.6,33.6001,438.4,70.3999,0.999915,-1,CSL_pup,0.999915
3,18ZC5063.JPG,0,404,215.2,450.4,268,0.999698,-1,CSL_pup,0.999698
4,18ZC5063.JPG,0,372.8,176,417.6,206.4,0.99954,-1,CSL_pup,0.99954
5,18ZC5063.JPG,0,253.6,209.6,296.8,264,0.999363,-1,CSL_pup,0.999363
6,18ZC5063.JPG,0,337.6,7.19995,389.6,64,0.997118,-1,CSL_pup,0.997118
7,18ZC5063.JPG,0,352.8,1.6001,399.2,40,0.982731,-1,CSL_pup,0.982731
8,18ZC5063.JPG,0,345.6,233.6,372.8,285.6,0.340951,-1,CSL_pup,0.340951
9,18ZC5063.JPG,0,266.4,237.6,308,283.2,0.188908,-1,CSL_pup,0.188908
10,18ZC5063.JPG,0,0.8,1734.4,96.8,1808.8,0.953148,-1,CSL_pup,0.953148
11,18ZC5063.JPG,0,588,265.6,637.6,298.4,0.999999,-1,CSL_pup,0.999999
12,18ZC5063.JPG,0,673.6,177.6,716,220,0.999994,-1,CSL_pup,0.999994
13,18ZC5063.JPG,0,643.2,155.2,672,209.6,0.999992,-1,CSL_pup,0.999992
14,18ZC5063.JPG,0,653.6,108,712,135.2,0.99999,-1,CSL_pup,0.99999
15,18ZC5063.JPG,0,660,231.2,698.4,271.2,0.99996,-1,CSL_pup,0.99996
16,18ZC5063.JPG,0,588.8,111.2,626.4,167.2,0.999292,-1,CSL_pup,0.999292
17,18ZC5063.JPG,0,781.6,209.6,817.6,254.4,0.997642,-1,CSL_pup,0.997642
18,18ZC5063.JPG,0,668.8,73.6001,724,112.8,0.997583,-1,CSL_pup,0.997583
19,18ZC5063.JPG,0,684,124.8,712,158.4,0.990439,-1,CSL_pup,0.990439
20,18ZC5063.JPG,0,631.2,452.8,684.8,485.6,0.974939,-1,CSL_pup,0.974939
21,18ZC5063.JPG,0,630.4,139.2,660.8,180,0.969819,-1,CSL_pup,0.969819
22,18ZC5063.JPG,0,648,318.4,680,356,0.782641,-1,CSL_pup,0.782641
23,18ZC5063.JPG,0,621.6,172,649.6,192,0.605179,-1,CSL_pup,0.605179
24,18ZC5063.JPG,0,690.4,153.6,724.8,176.8,0.579111,-1,CSL_pup,0.579111
25,18ZC5063.JPG,0,621.6,161.6,663.2,200,0.202466,-1,CSL_pup,0.202466
26,18ZC5063.JPG,0,866.4,192.8,898.4,239.2,0.188976,-1,CSL_pup,0.188976
27,18ZC5063.JPG,0,600,4,667.2,39.2,0.0520139,-1,CSL_pup,0.0520139
28,18ZC5063.JPG,0,670.4,158.4,696.8,194.4,0.0255402,-1,CSL_pup,0.0255402
29,18ZC5063.JPG,0,765.6,264,800.8,312.8,0.0118097,-1,CSL_pup,0.0118097
30,18ZC5063.JPG,0,984,816,1032,852,0.999987,-1,CSL_pup,0.999987
31,18ZC5063.JPG,0,912.8,756,944.8,799.2,0.999871,-1,CSL_pup,0.999871
32,18ZC5063.JPG,0,963.2,732,1006.4,788.8,0.999797,-1,CSL_pup,0.999797
33,18ZC5063.JPG,0,683.2,610.4,719.2,645.6,0.999636,-1,CSL_pup,0.999636
34,18ZC5063.JPG,0,744,834.4,796,881.6,0.776915,-1,CSL_pup,0.776915
35,18ZC5063.JPG,0,562.4,686.4,591.2,712.8,0.103502,-1,CSL_pup,0.103502
36,18ZC5063.JPG,0,914.4,984,947.2,1020.8,0.0254212,-1,CSL_pup,0.0254212
37,18ZC5063.JPG,0,1398.4,4.80005,1480.8,75.2,0.999964,-1,CSL_pup,0.999964
38,18ZC5063.JPG,0,1518.4,94.3999,1549.6,142.4,0.998406,-1,CSL_pup,0.998406
39,18ZC5063.JPG,0,1317.6,0,1412,36,0.991443,-1,CSL_pup,0.991443
40,18ZC5063.JPG,0,1476.8,6.3999,1528.8,72.8,0.975446,-1,CSL_pup,0.975446
41,18ZC5063.JPG,0,1510.4,0,1579.2,15.2,0.624368,-1,CSL_pup,0.624368
42,18ZC5063.JPG,0,1225.6,958.4,1270.4,992,0.999994,-1,CSL_pup,0.999994
43,18ZC5063.JPG,0,1216,776.8,1260,808,0.999989,-1,CSL_pup,0.999989
44,18ZC5063.JPG,0,1296.8,820.8,1324.8,863.2,0.999963,-1,CSL_pup,0.999963
45,18ZC5063.JPG,0,1127.2,1026.4,1188,1059.2,0.999947,-1,CSL_pup,0.999947
46,18ZC5063.JPG,0,1217.6,891.2,1254.4,928,0.999921,-1,CSL_pup,0.999921
47,18ZC5063.JPG,0,1184,938.4,1222.4,974.4,0.999811,-1,CSL_pup,0.999811
