Image Name,Annotation Name,Confidence Score,True,False,# True Positives,# False Positives,# Inv FP,# False Negatives,Precision,Recall,Specificity
str,str,float,bool,bool,int,int,int,int,float,float,float
18ZC4890,87,0.999997,1,0,1,0,110,1222,1.0,0.0008176614881439084,1.0
18ZC5757,232,0.999987,1,0,2,0,110,1221,1.0,0.001635322976287817,1.0
18ZC4890,110,0.999984,1,0,3,0,110,1220,1.0,0.0024529844644317253,1.0
18ZC5063,138,0.999981,1,0,4,0,110,1219,1.0,0.003270645952575634,1.0
18ZC4890,95,0.999981,1,0,5,0,110,1218,1.0,0.004088307440719542,1.0
18ZC4890,86,0.999979,1,0,6,0,110,1217,1.0,0.004905968928863451,1.0
18ZC5064,333,0.999978,1,0,7,0,110,1216,1.0,0.005723630417007359,1.0
18ZC5064,250,0.999965,1,0,8,0,110,1215,1.0,0.006541291905151268,1.0
18ZC5064,54,0.999964,1,0,9,0,110,1214,1.0,0.007358953393295176,1.0
18ZC5064,31,0.999958,1,0,10,0,110,1213,1.0,0.008176614881439084,1.0
18ZC4890,111,0.999956,1,0,11,0,110,1212,1.0,0.008994276369582993,1.0
18ZC4890,84,0.999954,1,0,12,0,110,1211,1.0,0.009811937857726901,1.0
18ZC5757,106,0.999952,1,0,13,0,110,1210,1.0,0.01062959934587081,1.0
18ZC4773,47,0.99994,0,1,13,1,109,1210,0.9285714285714286,0.01062959934587081,0.990909090909091
18ZC5064,362,0.999939,1,0,14,1,109,1209,0.9333333333333333,0.011447260834014717,0.990909090909091
18ZC5064,167,0.99991,1,0,15,1,109,1208,0.9375,0.012264922322158627,0.990909090909091
18ZC5757,197,0.999907,1,0,16,1,109,1207,0.9411764705882353,0.013082583810302535,0.990909090909091
18ZC5063,63,0.999902,1,0,17,1,109,1206,0.9444444444444444,0.013900245298446443,0.990909090909091
18ZC4890,113,0.999889,1,0,18,1,109,1205,0.9473684210526315,0.014717906786590351,0.990909090909091
18ZC5064,359,0.999886,1,0,19,1,109,1204,0.95,0.01553556827473426,0.990909090909091
18ZC4890,103,0.999884,1,0,20,1,109,1203,0.9523809523809523,0.016353229762878167,0.990909090909091
18ZC5757,142,0.999875,1,0,21,1,109,1202,0.9545454545454546,0.017170891251022075,0.990909090909091
18ZC5757,277,0.999826,1,0,22,1,109,1201,0.9565217391304348,0.017988552739165987,0.990909090909091
18ZC5064,348,0.999816,1,0,23,1,109,1200,0.9583333333333334,0.018806214227309895,0.990909090909091
18ZC5064,52,0.999783,1,0,24,1,109,1199,0.96,0.019623875715453803,0.990909090909091
18ZC5064,166,0.999783,1,0,25,1,109,1198,0.9615384615384616,0.02044153720359771,0.990909090909091
18ZC4890,102,0.999764,1,0,26,1,109,1197,0.9629629629629629,0.02125919869174162,0.990909090909091
